company_id,industry,company_founded,multiple
/c/SBVwGQgIFwcYDBMCKSsRAgMLBwMCAh4pNhoC,Information Technology,1982.0,0.2892709687408672
/c/SBVwHQ8fABoDBAsM,Information Technology,1985.0,2.8395096686867145
/c/SBVwFQ8KAQEIBAYU,Information Technology,1985.0,1.025701738154842
/c/SBVwHQUOBjcfBQQVGz4XBB4RAQwMCRQ=,Healthcare and Biotech,1986.0,5.0813098809604
/c/SBVwHQwKAgEBDBcOAzIrBBg=,Information Technology,1985.0,0.30638185784178923
/c/SBVwAggKAg0BCDo4HzEXPg==,Healthcare and Biotech,1987.0,1.974986703034498
/c/SBVwGgQfFgcDGwA=,Information Technology,1985.0,8.076798411898874
/c/SBVwFQUEBw0wHhwUAjoZEg==,Information Technology,1986.0,4.650252384634577
/c/SBVwGgQEEwEcGQQ4FTAZ,Information Technology,1987.0,2.3933125232644312
/c/SBVwFwASCAkB,Information Technology,1987.0,0.5433096706612915
/c/SBVwGgQEFQkbBQ==,Healthcare and Biotech,1989.0,3.996059644328055
/c/SBVwABMKCxsEDBceGSsdAjQRAAofBBcfOgc=,Healthcare and Biotech,1988.0,0.8294230371899145
/c/SBVwFxMOFgsKAwEIKTwbDAYQBgYOBBMfMBoS,Information Technology,1990.0,8.006008772112633
/c/SBVwBA4HHAsAAA==,Information Technology,1990.0,3.493325815188256
/c/SBVwFREfDBA=,Information Technology,1989.0,0.0
/c/SBVwBwIKCwwGHQ0GBDI=,Healthcare and Biotech,1991.0,3.147709756508647
/c/SBVwFggECA0bHwwEKTYZAAwMBgg=,Healthcare and Biotech,1991.0,2.076189942288787
/c/SBVwGgQfCAkBDAIC,Information Technology,1990.0,27.550153866514826
/c/SBVwGQAYDAUA,Healthcare and Biotech,1989.0,38.22640623435395
/c/SBVwGgAfEBswAAADHzwVDQ==,Healthcare and Biotech,1987.0,6.301493813042184
/c/SBVwBgAGBx0c,Information Technology,1990.0,2.057294376851006
/c/SBVwGw8=,Information Technology,1985.0,9.251324357064039
/c/SBVwBAkKFwUODhwEGjYXEg==,Healthcare and Biotech,1991.0,8.051491818726536
/c/SBVwARMECQcIBB04HzEX,Healthcare and Biotech,1991.0,5.378210102600192
/c/SBVwGQAAAAUaHgwE,Information Technology,1990.0,2.1325647583560245
/c/SBVwFxc0EQAKHwQXEyoACAgW,Healthcare and Biotech,1990.0,1.952347823675769
/c/SBVwHAQKFxwfAhcT,Healthcare and Biotech,1991.0,38.659636610147786
/c/SBVwEwQHEQ0X,Healthcare and Biotech,1992.0,4.024835818464504
/c/SBVwABQfFhEc,Information Technology,1983.0,15.862561945644705
/c/SBVwGhcCAQEOMlReT2w=,Information Technology,1993.0,44.91791813758176
/c/SBVwBBcCFgEAAw==,Other,1991.0,1.7535039712639264
/c/SBVwEA4IEAUKAxESGw==,Information Technology,1990.0,17.795395910008057
/c/SBVwBwQaEAkBDDoTHjoGABsAHRsEBhQpAB0PCDo=,Healthcare and Biotech,1993.0,2.313240668201601
/c/SBVwGQUG,Healthcare and Biotech,1993.0,14.990241590386102
/c/SBVwFw4HCQkNHwQ4BTASFRwEGgo=,Information Technology,1992.0,13.65261677129897
/c/SBVwBAkEEQcBBAYXGSgREw==,Information Technology,1992.0,6.382778603068269
/c/SBVwFwAZAQECDA==,Healthcare and Biotech,1992.0,2.2277015850973214
/c/SBVwFQQZCg8KAw==,Healthcare and Biotech,1991.0,10.896669978200773
/c/SBVwGxEOCwUOHw4CAg==,Information Technology,1994.0,52.67640588182321
/c/SBVwHQ8fAAQDBBYeGDw=,Information Technology,1993.0,2.0662382759210685
/c/SBVwGgQfFgsOHQA=,Information Technology,1993.0,64.20544718839136
/c/SBVwEwAHDAQKAjoTEzwcDwQJBwgU,Information Technology,1993.0,23.93637047402727
/c/SBVwABQICh8c,Information Technology,1992.0,6.431158050075903
/c/SBVwBA4CCxwMDBYTKTYaAg==,Other,1992.0,0.16332401570248478
/c/SBVwAAkCFwwwGgQREwAABAgNBgABCgAfOgc=,Healthcare and Biotech,1993.0,25.856448217622887
/c/SBVwHQAYDAkYAhcMBQ==,Information Technology,1995.0,38.597765622562314
/c/SBVwEw4EAQoODxw4HzEABBkLCRsECgkXMysJBAkMBgMCFA==,Other,1989.0,3.50996783962618
/c/SBVwGgQfFwc=,Information Technology,1994.0,2.5704572347543655
/c/SBVwFg0eAAsHBBUFBDAVBQgEGxsECwA=,Other,1995.0,14.43623165414949
/c/SBVwHQ8YFQEdCDoXHj4GDAoGDRoZDAQXMwc=,Healthcare and Biotech,1993.0,6.4780432685745835
/c/SBVwGgQfCgoFCAYTBQ==,Information Technology,1995.0,16.802274530363533
/c/SBVwEw4HAx8KDzoEGTI=,Information Technology,1994.0,1.9792622964815105
/c/SBVwGg4fDA4W,Information Technology,1994.0,2.182122524265473
/c/SBVwEQAZEQADBAsM,Information Technology,1994.0,6.649806521456488
/c/SBVwEg4ZCA4ODhEIBA==,Information Technology,1993.0,27.33708848802323
/c/SBVwEQ8fABofHwwUEzMdDwA=,Information Technology,1993.0,1.0761170267632572
/c/SBVwGQQfBBsAARM=,Information Technology,1992.0,56.8042239574194
/c/SBVwBA4cAQ0dBwAEAg==,Healthcare and Biotech,1993.0,2.8900174055444965
/c/SBVwBwgHDAsAAwIGGzYaBg==,Other,1993.0,3.8315658755694644
/c/SBVwBAAIDA4GDjoKHzwGDhgKBgYOFg==,Information Technology,1986.0,0.2668492701558375
/c/SBVwAhEFABwwGQAEHjEbDQQCAQoe,Information Technology,1995.0,1.3170617481975084
/c/SBVwEQoEFjcNHwAQGz4HFQ4X,Healthcare and Biotech,1995.0,1.2934058646294802
